brand,model,fuel_type,price,size,Depreciation Rate,Carbon Tax,Buying Price,Profit,imported
Chrysler,Crossfire Limited,Gasoline,6000.0,8,0.8,200,5000.0,1000.0,0.0
Audi,S5 4.2 Premium Plus,Gasoline,9900.0,9,0.8,200,8120.0,1780.0,1.0
Cadillac,CT4 Luxury,Gasoline,28500.0,10,0.8,200,23000.0,5500.0,1.0
Maserati,Ghibli S Q4,Gasoline,19000.0,9,0.8,200,15400.0,3600.0,0.0
Jaguar,F-PACE 25t Premium,Gasoline,34500.0,10,0.8,200,27800.0,6700.0,1.0
BMW,750 i xDrive,Gasoline,44495.0,10,0.8,200,35796.0,8699.0,1.0
GMC,Terrain SLT-1,Gasoline,9500.0,10,0.8,200,7800.0,1700.0,0.0
Nissan,Versa 1.8 S,Gasoline,4500.0,8,0.8,200,3800.0,700.0,0.0
Mercedes-Benz,C-Class C 300 4MATIC,Gasoline,33500.0,8,0.8,200,27000.0,6500.0,1.0
Toyota,Matrix XRS,Gasoline,4199.0,8,0.8,200,3559.2000000000003,639.7999999999997,1.0
RAM,1500 Limited,Gasoline,54800.0,9,0.8,200,44040.0,10760.0,1.0
Mercedes-Benz,AMG E 53 Base 4MATIC,Hybrid,81500.0,10,0.65,120,53095.0,28405.0,0.0
Audi,A5 2.0T Premium,Gasoline,28000.0,8,0.8,200,22600.0,5400.0,1.0
Lincoln,Navigator Reserve,Gasoline,52999.0,8,0.8,200,42599.200000000004,10399.799999999996,1.0
Audi,A6 3.2 quattro,Gasoline,5700.0,8,0.8,200,4760.0,940.0,1.0
Chevrolet,Silverado 1500 LT Crew Cab,Gasoline,6995.0,8,0.8,200,5796.0,1199.0,1.0
Toyota,Camry SE,Gasoline,7700.0,8,0.8,200,6360.0,1340.0,1.0
Mercedes-Benz,Metris Base,Gasoline,29497.0,9,0.8,200,23797.600000000002,5699.399999999998,0.0
Chevrolet,Camaro 2LT,Gasoline,17000.0,8,0.8,200,13800.0,3200.0,1.0
Mazda,MX-5 Miata Grand Touring,Gasoline,20199.0,10,0.8,200,16359.2,3839.7999999999993,1.0
Ford,Escape SE,Gasoline,16250.0,10,0.8,200,13200.0,3050.0,1.0
Porsche,Boxster Base,Gasoline,20900.0,10,0.8,200,16920.0,3980.0,0.0
Toyota,4Runner Trail,Gasoline,27750.0,8,0.8,200,22400.0,5350.0,0.0
Land,Rover Range Rover Evoque SE,Gasoline,18750.0,8,0.8,200,15200.0,3550.0,0.0
Ford,E350 Super Duty XLT,E85 Flex Fuel,19550.0,9,0.7,150,13835.0,5715.0,1.0
Mercedes-Benz,SL-Class SL500 Roadster,Gasoline,24900.0,8,0.8,200,20120.0,4780.0,1.0
Jeep,Compass Trailhawk,Gasoline,22000.0,10,0.8,200,17800.0,4200.0,0.0
Mercedes-Benz,G-Class G 550 4MATIC,Gasoline,135800.0,10,0.8,200,108840.0,26960.0,1.0
Lexus,IS-F Base,Gasoline,44800.0,9,0.8,200,36040.0,8760.0,1.0
BMW,335 i,Gasoline,13000.0,10,0.8,200,10600.0,2400.0,1.0
Audi,RS 7 4.0T,Hybrid,162500.0,8,0.65,120,105745.0,56755.0,0.0
Buick,Lucerne CXL,Gasoline,5000.0,10,0.8,200,4200.0,800.0,1.0
Lincoln,MKX Reserve,Gasoline,18500.0,10,0.8,200,15000.0,3500.0,0.0
Nissan,Armada Platinum,Gasoline,37000.0,9,0.8,200,29800.0,7200.0,0.0
BMW,435 Gran Coupe i,Gasoline,24995.0,10,0.8,200,20196.0,4799.0,1.0
Jeep,Wagoneer Series III,Gasoline,69685.0,8,0.8,200,55948.0,13737.0,1.0
Cadillac,ATS 2.5L,Gasoline,12995.0,9,0.8,200,10596.0,2399.0,0.0
Ford,Transit Connect XLT,Gasoline,10900.0,10,0.8,200,8920.0,1980.0,1.0
Toyota,Tundra SR,Gasoline,38000.0,8,0.8,200,30600.0,7400.0,1.0
Jeep,Wrangler Unlimited Freedom Edition,Gasoline,35000.0,8,0.8,200,28200.0,6800.0,0.0
Maserati,Quattroporte Base,Gasoline,16500.0,10,0.8,200,13400.0,3100.0,1.0
GMC,Sierra 3500 SLE,Diesel,5000.0,10,0.95,500,5250.0,-250.0,0.0
Nissan,Frontier SL,Gasoline,17000.0,10,0.8,200,13800.0,3200.0,1.0
Porsche,911 R,Gasoline,489000.0,9,0.8,200,391400.0,97600.0,1.0
Ford,F-150 XL,E85 Flex Fuel,22000.0,10,0.7,150,15549.999999999998,6450.000000000002,1.0
Porsche,911 Carrera S,Gasoline,71400.0,8,0.8,200,57320.0,14080.0,1.0
Honda,Insight EX,Hybrid,20499.0,10,0.65,120,13444.35,7054.65,0.0
Porsche,Cayman S,Gasoline,36250.0,9,0.8,200,29200.0,7050.0,1.0
BMW,M5 Competition,Gasoline,71950.0,10,0.8,200,57760.0,14190.0,1.0
Audi,S4 4.2 quattro,Gasoline,16000.0,10,0.8,200,13000.0,3000.0,0.0
Kia,Seltos S,Gasoline,32500.0,9,0.8,200,26200.0,6300.0,0.0
RAM,ProMaster 2500 High Roof,Gasoline,33500.0,10,0.8,200,27000.0,6500.0,1.0
Mercedes-Benz,E-Class E 400,Gasoline,29000.0,8,0.8,200,23400.0,5600.0,1.0
Cadillac,XTS Luxury,Gasoline,14599.0,10,0.8,200,11879.2,2719.7999999999993,1.0
INFINITI,Q50 Premium,Gasoline,19990.0,9,0.8,200,16192.0,3798.0,1.0
Volkswagen,Touareg V6 Executive,Gasoline,28890.0,8,0.8,200,23312.0,5578.0,1.0
Chevrolet,Suburban 1500 LTZ,E85 Flex Fuel,9950.0,10,0.7,150,7115.0,2835.0,0.0
Toyota,Tundra SR5,Gasoline,44750.0,8,0.8,200,36000.0,8750.0,0.0
BMW,X1 sDrive28i,Gasoline,35750.0,9,0.8,200,28800.0,6950.0,0.0
Mercedes-Benz,GL-Class GL 550 4MATIC,Gasoline,35300.0,9,0.8,200,28440.0,6860.0,1.0
Cadillac,XTS Luxury,Gasoline,21000.0,9,0.8,200,17000.0,4000.0,1.0
Jaguar,XJ8 Base,Gasoline,9500.0,8,0.8,200,7800.0,1700.0,0.0
Chevrolet,Camaro ZL1,Gasoline,150000.0,10,0.8,200,120200.0,29800.0,1.0
Mercedes-Benz,Sprinter 2500,Diesel,24000.0,9,0.95,500,23300.0,700.0,1.0
Dodge,Dakota SLT,Gasoline,5700.0,10,0.8,200,4760.0,940.0,0.0
Audi,A5 2.0T Premium Plus,Gasoline,13800.0,9,0.8,200,11240.0,2560.0,0.0
Audi,A5 2.0T Premium,Gasoline,31500.0,9,0.8,200,25400.0,6100.0,1.0
Audi,S5 3.0 Premium Plus,Gasoline,19500.0,8,0.8,200,15800.0,3700.0,0.0
Porsche,Panamera GTS,Gasoline,52590.0,10,0.8,200,42272.0,10318.0,0.0
Mercedes-Benz,AMG GT C,Gasoline,128900.0,10,0.8,200,103320.0,25580.0,0.0
Chevrolet,Camaro 2SS,Gasoline,51500.0,8,0.8,200,41400.0,10100.0,0.0
Maserati,GranTurismo MC,Gasoline,67000.0,10,0.8,200,53800.0,13200.0,0.0
Chevrolet,Avalanche 1500 LT,E85 Flex Fuel,18000.0,9,0.7,150,12750.0,5250.0,0.0
BMW,M5 Base,Gasoline,60200.0,9,0.8,200,48360.0,11840.0,0.0
Nissan,Titan SE,E85 Flex Fuel,19500.0,9,0.7,150,13800.0,5700.0,0.0
Dodge,Ram 1500 SRT-10 Quad Cab,Gasoline,19000.0,9,0.8,200,15400.0,3600.0,1.0
GMC,Sierra 1500 SLT,E85 Flex Fuel,15500.0,9,0.7,150,11000.0,4500.0,0.0
Lexus,RX 350 F Sport,Gasoline,33000.0,9,0.8,200,26600.0,6400.0,0.0
Mercedes-Benz,GL-Class GL 450 4MATIC,Gasoline,11999.0,8,0.8,200,9799.2,2199.7999999999993,1.0
INFINITI,QX80 Luxe,Gasoline,47645.0,10,0.8,200,38316.0,9329.0,1.0
Mercedes-Benz,AMG C 63 S,Gasoline,75000.0,10,0.8,200,60200.0,14800.0,0.0
BMW,528 i xDrive,Gasoline,13500.0,8,0.8,200,11000.0,2500.0,0.0
Porsche,911 Carrera,Gasoline,68000.0,8,0.8,200,54600.0,13400.0,1.0
Porsche,Boxster S,Gasoline,21750.0,8,0.8,200,17600.0,4150.0,1.0
BMW,X6 M Base,Gasoline,94000.0,8,0.8,200,75400.0,18600.0,0.0
Ford,Mustang Premium,Gasoline,9450.0,10,0.8,200,7760.0,1690.0,1.0
BMW,528 i xDrive,Gasoline,16000.0,9,0.8,200,13000.0,3000.0,1.0
Cadillac,Escalade ESV Platinum,Gasoline,29500.0,10,0.8,200,23800.0,5700.0,0.0
Chevrolet,Corvette Base,Gasoline,25900.0,8,0.8,200,20920.0,4980.0,1.0
Audi,A5 2.0T Premium,Gasoline,11500.0,9,0.8,200,9400.0,2100.0,0.0
Audi,TT 2.0T Premium,Gasoline,17000.0,9,0.8,200,13800.0,3200.0,0.0
Buick,LaCrosse CX,Gasoline,6500.0,8,0.8,200,5400.0,1100.0,0.0
Chevrolet,Camaro 2SS,Gasoline,44900.0,9,0.8,200,36120.0,8780.0,1.0
BMW,M3 Base,Gasoline,40000.0,8,0.8,200,32200.0,7800.0,1.0
Kia,Optima LX,Gasoline,6900.0,8,0.8,200,5720.0,1180.0,0.0
Toyota,Supra 3.0 Premium,Gasoline,53568.0,9,0.8,200,43054.4,10513.599999999999,0.0
Nissan,Pathfinder SL,Gasoline,11995.0,9,0.8,200,9796.0,2199.0,1.0
BMW,X5 xDrive50i,Gasoline,26500.0,10,0.8,200,21400.0,5100.0,0.0
Mazda,MazdaSpeed3 Grand Touring,Gasoline,6500.0,10,0.8,200,5400.0,1100.0,0.0
GMC,Yukon XL SLT,Gasoline,45500.0,9,0.8,200,36600.0,8900.0,0.0
RAM,ProMaster 2500 High Roof,Gasoline,36990.0,10,0.8,200,29792.0,7198.0,0.0
RAM,1500 Classic SLT,Gasoline,35113.0,8,0.8,200,28290.4,6822.5999999999985,0.0
Hyundai,Tucson Limited,Gasoline,10990.0,8,0.8,200,8992.0,1998.0,1.0
Chevrolet,SSR Base,Gasoline,16999.0,9,0.8,200,13799.2,3199.7999999999993,0.0
Maserati,GranTurismo Base,Gasoline,38900.0,10,0.8,200,31320.0,7580.0,1.0
BMW,M2 Base,Gasoline,52000.0,10,0.8,200,41800.0,10200.0,0.0
Subaru,Outback 2.5i Limited,Gasoline,13999.0,8,0.8,200,11399.2,2599.7999999999993,1.0
Buick,Roadmaster Estate,Gasoline,16999.0,9,0.8,200,13799.2,3199.7999999999993,1.0
Land,Rover Range Rover 5.0L Supercharged,Gasoline,36500.0,10,0.8,200,29400.0,7100.0,1.0
Ford,Expedition Max XLT,Gasoline,42691.0,9,0.8,200,34352.8,8338.199999999997,1.0
Mercedes-Benz,AMG GT 63 S 4-Door,Gasoline,112500.0,10,0.8,200,90200.0,22300.0,1.0
BMW,230 i,Gasoline,29000.0,9,0.8,200,23400.0,5600.0,0.0
Lexus,ES 350 Base,Gasoline,10600.0,8,0.8,200,8680.0,1920.0,1.0
Maserati,Levante Modena,Gasoline,88950.0,9,0.8,200,71360.0,17590.0,0.0
Dodge,Challenger SRT Hellcat,Gasoline,69900.0,9,0.8,200,56120.0,13780.0,0.0
Audi,S4 3.0T Premium,Gasoline,48000.0,9,0.8,200,38600.0,9400.0,1.0
Ford,Mustang GT Premium,Gasoline,33900.0,10,0.8,200,27320.0,6580.0,0.0
Audi,TTS 2.0T Premium Plus,Gasoline,23000.0,10,0.8,200,18600.0,4400.0,1.0
BMW,M2 Competition,Gasoline,55000.0,8,0.8,200,44200.0,10800.0,0.0
BMW,740 i,Gasoline,27500.0,8,0.8,200,22200.0,5300.0,1.0
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,Gasoline,49999.0,10,0.8,200,40199.200000000004,9799.799999999996,0.0
Mercedes-Benz,S-Class S 550 4MATIC,Gasoline,37000.0,8,0.8,200,29800.0,7200.0,0.0
Honda,S2000 Base,Gasoline,27000.0,9,0.8,200,21800.0,5200.0,1.0
Chevrolet,Corvette Base,Gasoline,10000.0,8,0.8,200,8200.0,1800.0,0.0
Chevrolet,Colorado Z71,Gasoline,35387.0,10,0.8,200,28509.600000000002,6877.399999999998,1.0
Mercedes-Benz,S-Class S 63 AMG,Gasoline,40000.0,9,0.8,200,32200.0,7800.0,0.0
Bentley,Continental GTC Base,Gasoline,64000.0,10,0.8,200,51400.0,12600.0,1.0
GMC,Sierra 2500 SLE H/D Extended Cab,Gasoline,16900.0,10,0.8,200,13720.0,3180.0,0.0
Audi,SQ5 3.0T Premium,Gasoline,42000.0,9,0.8,200,33800.0,8200.0,0.0
Toyota,Corolla iM Base,Gasoline,18700.0,9,0.8,200,15160.0,3540.0,1.0
GMC,Yukon XL SLT,Gasoline,34999.0,9,0.8,200,28199.2,6799.799999999999,0.0
Toyota,Tundra 1794,Gasoline,47500.0,8,0.8,200,38200.0,9300.0,1.0
Subaru,WRX Premium,Gasoline,24000.0,10,0.8,200,19400.0,4600.0,1.0
Subaru,WRX Base,Gasoline,18000.0,10,0.8,200,14600.0,3400.0,1.0
INFINITI,Q50 Premium,Gasoline,16488.0,10,0.8,200,13390.400000000001,3097.5999999999985,1.0
Chevrolet,Suburban Premier,Gasoline,24950.0,8,0.8,200,20160.0,4790.0,1.0
Toyota,Sequoia Limited,Gasoline,8900.0,9,0.8,200,7320.0,1580.0,0.0
Porsche,Cayenne GTS,Gasoline,15000.0,8,0.8,200,12200.0,2800.0,0.0
Kia,Telluride S,Gasoline,39900.0,8,0.8,200,32120.0,7780.0,1.0
Mercedes-Benz,AMG E 63 S 4MATIC,Gasoline,96000.0,8,0.8,200,77000.0,19000.0,0.0
BMW,Z4 sDrive35is,Gasoline,64995.0,10,0.8,200,52196.0,12799.0,0.0
Subaru,Impreza 2.0i Sport,Gasoline,23500.0,10,0.8,200,19000.0,4500.0,1.0
Dodge,Dart SE,Gasoline,12000.0,10,0.8,200,9800.0,2200.0,1.0
Nissan,370Z Base,Gasoline,17500.0,8,0.8,200,14200.0,3300.0,1.0
Cadillac,Escalade ESV Luxury,Gasoline,55000.0,10,0.8,200,44200.0,10800.0,1.0
Mercedes-Benz,E-Class E 350,Gasoline,19900.0,10,0.8,200,16120.0,3780.0,1.0
Kia,Optima Hybrid EX,Hybrid,8900.0,8,0.65,120,5905.0,2995.0,0.0
Chevrolet,Silverado 3500 LTZ,Diesel,67500.0,10,0.95,500,64625.0,2875.0,0.0
Volkswagen,Golf GTI 2.0T SE 4-Door,Gasoline,24325.0,10,0.8,200,19660.0,4665.0,1.0
Dodge,Ram 1500 SRT-10,Gasoline,22500.0,8,0.8,200,18200.0,4300.0,0.0
Scion,tC Anniversary Edition,Gasoline,11495.0,9,0.8,200,9396.0,2099.0,0.0
Land,Rover Range Rover 5.0L Supercharged Autobiography,Gasoline,49900.0,8,0.8,200,40120.0,9780.0,1.0
Chevrolet,Suburban 1500 LT,Gasoline,16000.0,9,0.8,200,13000.0,3000.0,0.0
Maserati,GranTurismo Base,Gasoline,44999.0,8,0.8,200,36199.200000000004,8799.799999999996,0.0
Porsche,911 Carrera Turbo,Gasoline,55000.0,10,0.8,200,44200.0,10800.0,1.0
Hyundai,Sonata Hybrid Base,Hybrid,8500.0,10,0.65,120,5645.0,2855.0,0.0
Cadillac,CTS Luxury,Gasoline,18955.0,10,0.8,200,15364.0,3591.0,1.0
BMW,323 Ci,Gasoline,2500.0,9,0.8,200,2200.0,300.0,0.0
Nissan,370Z Touring,Gasoline,21500.0,9,0.8,200,17400.0,4100.0,1.0
Ford,Mustang GT Premium,Gasoline,49500.0,8,0.8,200,39800.0,9700.0,0.0
Audi,Q5 2.0T Premium,Gasoline,12000.0,10,0.8,200,9800.0,2200.0,0.0
RAM,2500 Big Horn,Diesel,25000.0,10,0.95,500,24250.0,750.0,0.0
Dodge,Ram 1500 ST,Gasoline,8500.0,8,0.8,200,7000.0,1500.0,1.0
Mercedes-Benz,C-Class C 300 4MATIC Sport,Gasoline,10750.0,8,0.8,200,8800.0,1950.0,1.0
Dodge,Challenger SRT Hellcat,Gasoline,62500.0,8,0.8,200,50200.0,12300.0,1.0
Land,Rover Range Rover 3.0L Supercharged HSE,Gasoline,42950.0,10,0.8,200,34560.0,8390.0,1.0
BMW,M4 Base,Gasoline,60995.0,9,0.8,200,48996.0,11999.0,0.0
Mercedes-Benz,S-Class S 560 4MATIC,Gasoline,47000.0,8,0.8,200,37800.0,9200.0,1.0
Chevrolet,Express 3500 Base,Gasoline,18900.0,8,0.8,200,15320.0,3580.0,0.0
Toyota,4Runner TRD Pro,Gasoline,36000.0,8,0.8,200,29000.0,7000.0,0.0
Mazda,MX-5 Miata Grand Touring,Gasoline,18900.0,8,0.8,200,15320.0,3580.0,0.0
Volkswagen,Touareg VR6 Lux,Gasoline,12449.0,8,0.8,200,10159.2,2289.7999999999993,1.0
Jaguar,XJ Base,Gasoline,8800.0,10,0.8,200,7240.0,1560.0,1.0
Chevrolet,Camaro 2SS,Gasoline,19500.0,9,0.8,200,15800.0,3700.0,1.0
INFINITI,G37 x,Gasoline,14500.0,9,0.8,200,11800.0,2700.0,1.0
BMW,X6 xDrive50i,Gasoline,46999.0,9,0.8,200,37799.200000000004,9199.799999999996,0.0
Chevrolet,Camaro LT1,Gasoline,39500.0,10,0.8,200,31800.0,7700.0,0.0
Mercedes-Benz,S-Class S 63 AMG,Gasoline,59750.0,8,0.8,200,48000.0,11750.0,0.0
Cadillac,Escalade ESV Premium Luxury,Gasoline,45000.0,10,0.8,200,36200.0,8800.0,1.0
Toyota,Camry Hybrid XLE,Hybrid,15999.0,8,0.65,120,10519.35,5479.65,0.0
Audi,A6 3.0T Prestige,Gasoline,19998.0,8,0.8,200,16198.400000000001,3799.5999999999985,1.0
BMW,X5 M Base,Gasoline,17000.0,9,0.8,200,13800.0,3200.0,0.0
Jaguar,F-PACE SVR,Gasoline,57500.0,9,0.8,200,46200.0,11300.0,0.0
BMW,740 i,Gasoline,40000.0,8,0.8,200,32200.0,7800.0,1.0
BMW,M340 i xDrive,Hybrid,49999.0,9,0.65,120,32619.350000000002,17379.649999999998,0.0
Jeep,Wrangler Unlimited Sport,Gasoline,30000.0,8,0.8,200,24200.0,5800.0,1.0
RAM,2500 Tradesman,Gasoline,36000.0,9,0.8,200,29000.0,7000.0,0.0
Ford,Mustang V6,Gasoline,19999.0,8,0.8,200,16199.2,3799.7999999999993,1.0
BMW,328 i,Gasoline,15900.0,10,0.8,200,12920.0,2980.0,1.0
Mercedes-Benz,GL-Class GL 450,Gasoline,11999.0,8,0.8,200,9799.2,2199.7999999999993,0.0
Mercedes-Benz,E-Class E 350,Gasoline,53000.0,8,0.8,200,42600.0,10400.0,0.0
BMW,X7 xDrive40i,Hybrid,85495.0,10,0.65,120,55691.75,29803.25,0.0
Chevrolet,Trailblazer RS,Gasoline,32000.0,8,0.8,200,25800.0,6200.0,0.0
Chevrolet,Suburban 1500 LTZ,Gasoline,20000.0,8,0.8,200,16200.0,3800.0,1.0
Chevrolet,Suburban Premier,Gasoline,60995.0,9,0.8,200,48996.0,11999.0,0.0
Jeep,Gladiator Overland,Gasoline,45000.0,10,0.8,200,36200.0,8800.0,1.0
GMC,Yukon XL AT4,Gasoline,82000.0,8,0.8,200,65800.0,16200.0,0.0
Mazda,Mazda6 Grand Touring Reserve,Gasoline,24995.0,8,0.8,200,20196.0,4799.0,0.0
Alfa,Romeo Giulia Ti,Gasoline,39000.0,10,0.8,200,31400.0,7600.0,0.0
Mercedes-Benz,CLA-Class CLA 250,Gasoline,22999.0,10,0.8,200,18599.2,4399.799999999999,0.0
Volkswagen,Beetle 2.0T S,Gasoline,23000.0,9,0.8,200,18600.0,4400.0,0.0
Mercedes-Benz,CLK-Class CLK 350,Gasoline,12000.0,10,0.8,200,9800.0,2200.0,1.0
Audi,RS 7 4.0T Prestige,Gasoline,47995.0,9,0.8,200,38596.0,9399.0,0.0
Volvo,XC60 Recharge Plug-In Hybrid T8 Inscription,Plug-In Hybrid,54599.0,10,0.95,50,51919.049999999996,2679.9500000000044,0.0
Land,Rover Range Rover Supercharged LWB,Gasoline,64800.0,10,0.8,200,52040.0,12760.0,0.0
Toyota,Sequoia Limited,Gasoline,16000.0,10,0.8,200,13000.0,3000.0,0.0
Jeep,Wrangler X,Gasoline,24999.0,10,0.8,200,20199.2,4799.799999999999,1.0
Audi,S5 3.0T Premium,Gasoline,51800.0,10,0.8,200,41640.0,10160.0,0.0
Land,Rover Range Rover Sport Supercharged,Gasoline,20000.0,8,0.8,200,16200.0,3800.0,1.0
Mercedes-Benz,Sprinter 2500,Diesel,31999.0,8,0.95,500,30899.05,1099.9500000000007,1.0
Toyota,Sequoia Platinum,Hybrid,84997.0,10,0.65,120,55368.05,29628.949999999997,0.0
Maserati,Quattroporte S GranLusso,Gasoline,39100.0,9,0.8,200,31480.0,7620.0,0.0
Lamborghini,Aventador SVJ Base,Gasoline,749950.0,9,0.8,200,600160.0,149790.0,1.0
Ford,Mustang Bullitt,Gasoline,44999.0,8,0.8,200,36199.200000000004,8799.799999999996,0.0
RAM,2500 Tradesman,Diesel,50000.0,10,0.95,500,48000.0,2000.0,0.0
Toyota,FJ Cruiser Base,Gasoline,17900.0,8,0.8,200,14520.0,3380.0,1.0
Dodge,Charger Scat Pack,Gasoline,42000.0,10,0.8,200,33800.0,8200.0,1.0
Lexus,GX 460 Base,Gasoline,34700.0,10,0.8,200,27960.0,6740.0,1.0
Kia,Sportage S,Gasoline,24995.0,8,0.8,200,20196.0,4799.0,0.0
Mercedes-Benz,S-Class S 580 4MATIC,Hybrid,104999.0,10,0.65,120,68369.35,36629.649999999994,0.0
Porsche,Panamera Base,Gasoline,57500.0,10,0.8,200,46200.0,11300.0,1.0
Ford,Maverick Lariat,Hybrid,39500.0,10,0.65,120,25795.0,13705.0,0.0
Chevrolet,Colorado Z85,Gasoline,7995.0,8,0.8,200,6596.0,1399.0,0.0
Mercedes-Benz,E-Class E 550,Gasoline,35750.0,8,0.8,200,28800.0,6950.0,0.0
Toyota,Corolla Hybrid LE,Hybrid,22945.0,10,0.65,120,15034.25,7910.75,0.0
Mercedes-Benz,E-Class E 300 4MATIC,Gasoline,38000.0,8,0.8,200,30600.0,7400.0,1.0
Mercedes-Benz,SLK-Class SLK 350,Gasoline,22222.0,8,0.8,200,17977.600000000002,4244.399999999998,1.0
Mercedes-Benz,E-Class E 400 4MATIC,Gasoline,47645.0,10,0.8,200,38316.0,9329.0,0.0
Jeep,Wrangler X,Gasoline,14250.0,10,0.8,200,11600.0,2650.0,0.0
Lincoln,Navigator Premiere,Gasoline,50000.0,8,0.8,200,40200.0,9800.0,1.0
Chevrolet,Corvette Base,Gasoline,31000.0,8,0.8,200,25000.0,6000.0,0.0
GMC,Yukon XL Denali,Gasoline,29500.0,9,0.8,200,23800.0,5700.0,0.0
Mercedes-Benz,Metris Base,Gasoline,157500.0,10,0.8,200,126200.0,31300.0,0.0
Land,Rover Range Rover P530 SE LWB 7 Seat,Gasoline,195000.0,8,0.8,200,156200.0,38800.0,0.0
Ford,Explorer XLT,E85 Flex Fuel,13000.0,9,0.7,150,9250.0,3750.0,1.0
Chevrolet,Camaro 2SS,Gasoline,30000.0,9,0.8,200,24200.0,5800.0,1.0
Land,Rover Range Rover 3.0L Supercharged HSE,Gasoline,33999.0,8,0.8,200,27399.2,6599.799999999999,0.0
Porsche,911 Carrera 4 Cabriolet,Gasoline,32000.0,9,0.8,200,25800.0,6200.0,0.0
Maserati,MC20 Base,Gasoline,279000.0,9,0.8,200,223400.0,55600.0,0.0
Mercedes-Benz,CLA-Class CLA 250,Gasoline,15999.0,10,0.8,200,12999.2,2999.7999999999993,0.0
Mercedes-Benz,Metris Base,Gasoline,79500.0,8,0.8,200,63800.0,15700.0,1.0
Mercedes-Benz,E-Class E 350 4MATIC,Gasoline,9250.0,9,0.8,200,7600.0,1650.0,1.0
Lexus,LS 460 L,Gasoline,9999.0,10,0.8,200,8199.2,1799.7999999999993,0.0
BMW,X6 xDrive40i,Hybrid,71400.0,8,0.65,120,46530.0,24870.0,0.0
Jaguar,XE 25t,Gasoline,22500.0,8,0.8,200,18200.0,4300.0,1.0
Genesis,G80 3.3T Sport,Gasoline,32990.0,8,0.8,200,26592.0,6398.0,1.0
BMW,M2 Competition,Gasoline,70000.0,10,0.8,200,56200.0,13800.0,0.0
Subaru,Impreza WRX Premium,Gasoline,30000.0,9,0.8,200,24200.0,5800.0,1.0
GMC,Sierra 2500 Base,Gasoline,55000.0,8,0.8,200,44200.0,10800.0,1.0
Mercedes-Benz,Sprinter Normal Roof,Diesel,54995.0,8,0.95,500,52745.25,2249.75,0.0
Toyota,Land Cruiser Base,Gasoline,12490.0,10,0.8,200,10192.0,2298.0,0.0
Toyota,Tacoma PreRunner,Gasoline,20500.0,9,0.8,200,16600.0,3900.0,1.0
BMW,Z4 sDrive28i,Gasoline,25000.0,8,0.8,200,20200.0,4800.0,1.0
BMW,530e Base,Plug-In Hybrid,47000.0,10,0.95,50,44700.0,2300.0,0.0
Mercedes-Benz,GLA 250 Base 4MATIC,E85 Flex Fuel,20900.0,9,0.7,150,14779.999999999998,6120.000000000002,1.0
Hyundai,Genesis 4.6,Gasoline,10000.0,8,0.8,200,8200.0,1800.0,0.0
Cadillac,ATS 3.6L Luxury,Gasoline,17999.0,8,0.8,200,14599.2,3399.7999999999993,1.0
Lincoln,Town Car Signature,Gasoline,5230.0,10,0.8,200,4384.0,846.0,0.0
GMC,Sierra 1500 SLT,Gasoline,52000.0,8,0.8,200,41800.0,10200.0,1.0
Mercedes-Benz,Sprinter High Roof,Diesel,29000.0,10,0.95,500,28050.0,950.0,1.0
Jaguar,XJ Vanden Plas,Gasoline,11990.0,9,0.8,200,9792.0,2198.0,0.0
Audi,S3 2.0T Premium Plus,Gasoline,21500.0,9,0.8,200,17400.0,4100.0,0.0
Subaru,WRX Limited,Gasoline,19000.0,9,0.8,200,15400.0,3600.0,0.0
Dodge,Ram 2500 SLT Quad Cab,Gasoline,10700.0,9,0.8,200,8760.0,1940.0,0.0
Subaru,WRX Limited,Gasoline,21000.0,10,0.8,200,17000.0,4000.0,1.0
Audi,RS 4 4.2 quattro L,Gasoline,30000.0,10,0.8,200,24200.0,5800.0,0.0
Porsche,911 Carrera,Gasoline,53999.0,8,0.8,200,43399.200000000004,10599.799999999996,0.0
Audi,A4 2.0T Premium Plus,E85 Flex Fuel,17200.0,10,0.7,150,12190.0,5010.0,0.0
Audi,A4 3.2 Premium Plus quattro,Gasoline,8700.0,10,0.8,200,7160.0,1540.0,1.0
Ford,Excursion Limited,Diesel,30000.0,10,0.95,500,29000.0,1000.0,1.0
Ford,Excursion Limited,Gasoline,8500.0,10,0.8,200,7000.0,1500.0,1.0
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,Gasoline,47500.0,8,0.8,200,38200.0,9300.0,0.0
Audi,Q8 3.0T Prestige,Hybrid,48500.0,8,0.65,120,31645.0,16855.0,0.0
BMW,X5 xDrive35i,Gasoline,24000.0,8,0.8,200,19400.0,4600.0,1.0
Ford,Bronco Base,Gasoline,49000.0,10,0.8,200,39400.0,9600.0,1.0
Ford,F-150 XLT,Gasoline,42388.0,9,0.8,200,34110.4,8277.599999999999,1.0
Hyundai,Genesis Coupe 3.8 Track,Gasoline,12500.0,8,0.8,200,10200.0,2300.0,1.0
Toyota,Camry LE,Gasoline,3500.0,10,0.8,200,3000.0,500.0,1.0
Mercedes-Benz,E-Class E 400 4MATIC,Gasoline,39853.0,8,0.8,200,32082.4,7770.5999999999985,0.0
Buick,Enclave Premium,Gasoline,17550.0,8,0.8,200,14240.0,3310.0,0.0
